,trials,multiplications,threads,time,implementation,batchsize,effective_multiplications
10162,113,1270,4,0.076325088,static_rust,1,143510
10163,1763,332,1,1.146379899,static_rust,1,585316
10164,1266,383,1,0.943290249,static_rust,1,484878
10165,794,2311,1,3.572605026,static_rust,1,1834934
10166,1067,1500,8,0.622742108,static_rust,1,1600500
10167,66,1215,1,0.15933368,static_rust,1,80190
10168,1624,108,2,0.173713722,static_rust,1,175392
10169,130,1916,1,0.486861468,static_rust,1,249080
10170,2499,1926,4,2.39970755,static_rust,1,4813074
10171,1767,490,2,0.853511131,static_rust,1,865830
10172,219,434,1,0.187933044,static_rust,1,95046
10173,2320,2013,1,9.127101142,static_rust,1,4670160
10174,1048,788,2,0.809165085,static_rust,1,825824
10175,1827,1424,4,1.300542267,static_rust,1,2601648
10176,933,3,8,0.005306425,static_rust,1,2799
10177,384,2270,2,0.861706354,static_rust,1,871680
10178,1142,1908,2,2.162956517,static_rust,1,2178936
10179,764,2421,2,1.816341022,static_rust,1,1849644
10180,585,525,1,0.599682796,static_rust,1,307125
10181,2337,145,2,0.33797071,static_rust,1,338865
10182,53,1847,1,0.196205122,static_rust,1,97891
10183,1344,1139,1,2.993030568,static_rust,1,1530816
10184,565,1823,1,2.290454793,static_rust,1,1029995
10185,1113,168,8,0.087157389,static_rust,1,186984
10186,1573,460,2,0.714537901,static_rust,1,723580
10187,2350,35,1,0.168701578,static_rust,1,82250
10188,1996,645,8,0.495803289,static_rust,1,1287420
10189,1589,1870,2,2.915433649,static_rust,1,2971430
10190,363,2116,2,0.754714401,static_rust,1,768108
10191,274,782,8,0.096878819,static_rust,1,214268
10192,1645,963,8,0.603847954,static_rust,1,1584135
10193,2374,186,2,0.434144519,static_rust,1,441564
10194,2350,215,8,0.202871903,static_rust,1,505250
10195,1922,930,8,0.682749094,static_rust,1,1787460
10196,234,719,1,0.329748225,static_rust,1,168246
10197,39,1720,1,0.136887816,static_rust,1,67080
10198,2325,1998,2,4.548995125,static_rust,1,4645350
10199,216,355,1,0.153145594,static_rust,1,76680
10200,361,1912,8,0.273966288,static_rust,1,690232
10201,379,721,1,0.538267402,static_rust,1,273259
10202,310,1055,1,0.642325112,static_rust,1,327050
10203,914,1840,8,0.64412945,static_rust,1,1681760
10204,741,178,1,0.259564485,static_rust,1,131898
10205,909,1048,1,1.857181425,static_rust,1,952632
10206,1145,2454,2,2.739675268,static_rust,1,2809830
10207,66,1645,2,0.110995068,static_rust,1,108570
10208,2074,1034,2,2.104728711,static_rust,1,2144516
10209,2440,2465,2,6.231195615,static_rust,1,6014600
10210,748,1838,4,0.704527079,static_rust,1,1374824
10211,997,1469,8,0.56061944,static_rust,1,1464593
10212,1618,54,4,0.048237311,static_rust,1,87372
10213,1151,1588,4,0.919722514,static_rust,1,1827788
10214,2341,2377,2,5.458618721,static_rust,1,5564557
10215,651,1829,4,0.601897452,static_rust,1,1190679
10216,378,2071,8,0.310455715,static_rust,1,782838
10217,2243,1967,8,1.658711994,static_rust,1,4411981
10218,2195,1468,8,1.235703033,static_rust,1,3222260
10219,1478,1349,1,3.882721547,static_rust,1,1993822
10220,1871,325,4,0.314310172,static_rust,1,608075
10221,54,63,2,0.007017608,static_rust,1,3402
10222,1711,2448,2,4.125580554,static_rust,1,4188528
10223,2187,2171,1,9.303539226,static_rust,1,4747977
10224,51,1162,4,0.035676074,static_rust,1,59262
10225,330,2439,8,0.314224741,static_rust,1,804870
10226,1771,486,1,1.685862857,static_rust,1,860706
10227,1567,2439,2,3.741896289,static_rust,1,3821913
10228,1163,713,4,0.416450081,static_rust,1,829219
10229,1792,277,2,0.493691255,static_rust,1,496384
10230,365,800,4,0.159808408,static_rust,1,292000
10231,830,2309,1,3.742259208,static_rust,1,1916470
10232,872,1578,4,0.716387444,static_rust,1,1376016
10233,1335,459,2,0.607821203,static_rust,1,612765
10234,572,703,2,0.40235906,static_rust,1,402116
10235,2251,1661,8,1.40523713,static_rust,1,3738911
10236,1421,196,1,0.60194465,static_rust,1,278516
10237,1169,121,4,0.078070415,static_rust,1,141449
10238,1208,1011,8,0.469019925,static_rust,1,1221288
10239,957,2216,1,4.147019634,static_rust,1,2120712
10240,2041,1489,8,1.155930581,static_rust,1,3039049
10241,1286,207,8,0.114624293,static_rust,1,266202
10242,377,298,4,0.060952307,static_rust,1,112346
10243,931,1744,8,0.620596992,static_rust,1,1623664
10244,818,2370,1,3.774447332,static_rust,1,1938660
10245,324,1530,1,0.964914894,static_rust,1,495720
10246,1975,1883,2,3.644813788,static_rust,1,3718925
10247,1902,105,4,0.11337281,static_rust,1,199710
10248,315,987,8,0.130593542,static_rust,1,310905
10249,652,1936,2,1.231200263,static_rust,1,1262272
10250,1841,1517,4,1.404649861,static_rust,1,2792797
10251,636,310,2,0.200505423,static_rust,1,197160
10252,335,106,4,0.022979683,static_rust,1,35510
10253,751,1066,2,0.787970414,static_rust,1,800566
10254,184,1263,4,0.120485397,static_rust,1,232392
10255,1194,1866,8,0.844328058,static_rust,1,2228004
10256,418,735,2,0.308056604,static_rust,1,307230
10257,1121,1184,2,1.312049632,static_rust,1,1327264
10258,2357,355,8,0.327560229,static_rust,1,836735
10259,514,78,1,0.082004722,static_rust,1,40092
10260,258,1271,8,0.145386807,static_rust,1,327918
10261,1639,1656,8,1.024576055,static_rust,1,2714184
10262,2349,124,2,0.293972776,static_rust,1,291276
10263,675,2164,8,0.559399295,static_rust,1,1460700
10264,1147,827,2,0.936538808,static_rust,1,948569
10265,1766,766,1,2.690509598,static_rust,1,1352756
10266,607,1293,8,0.307188207,static_rust,1,784851
10267,2489,2341,4,2.888755902,static_rust,1,5826749
10268,2387,1805,4,2.139635535,static_rust,1,4308535
10269,1247,88,2,0.112301565,static_rust,1,109736
10270,2074,1884,1,7.63962932,static_rust,1,3907416
10271,1044,204,1,0.419782961,static_rust,1,212976
10272,725,272,1,0.387928692,static_rust,1,197200
10273,1691,2315,8,1.475814508,static_rust,1,3914665
10274,62,870,1,0.109267845,static_rust,1,53940
10275,2384,1090,4,1.309782868,static_rust,1,2598560
10276,2231,1617,4,1.799171137,static_rust,1,3607527
10277,936,1898,1,3.479768384,static_rust,1,1776528
10278,876,527,4,0.244051792,static_rust,1,461652
10279,2102,1570,8,1.236816238,static_rust,1,3300140
10280,2491,2131,8,1.995953889,static_rust,1,5308321
10281,733,1150,4,0.425484636,static_rust,1,842950
10282,1030,330,1,0.668278523,static_rust,1,339900
10283,1305,1173,1,2.997376756,static_rust,1,1530765
10284,2002,338,8,0.270182916,static_rust,1,676676
10285,1325,1054,4,0.7922524,static_rust,1,1396550
10286,2461,594,4,0.762075172,static_rust,1,1461834
10287,1110,2354,8,0.989808862,static_rust,1,2612940
10288,2097,2111,8,1.672636725,static_rust,1,4426767
10289,2184,1507,8,1.25103065,static_rust,1,3291288
10290,1145,869,8,0.390089638,static_rust,1,995005
10291,1866,1318,8,0.936734234,static_rust,1,2459388
10292,1879,2029,1,7.468727362,static_rust,1,3812491
10293,130,946,4,0.068820518,static_rust,1,122980
10294,1996,2141,4,2.237178608,static_rust,1,4273436
10295,6,1187,2,0.013001432,static_rust,1,7122
10296,1847,647,2,1.176727267,static_rust,1,1195009
10297,941,828,8,0.306413717,static_rust,1,779148
10298,1898,415,8,0.309194033,static_rust,1,787670
10299,1227,2252,2,2.709948663,static_rust,1,2763204
10300,1486,1369,2,2.006084506,static_rust,1,2034334
10301,2035,2447,2,4.878261739,static_rust,1,4979645
10302,1963,1324,2,2.557600421,static_rust,1,2599012
10303,1586,2450,4,1.930124281,static_rust,1,3885700
10304,1004,1411,2,1.393954116,static_rust,1,1416644
10305,556,2350,2,1.284396949,static_rust,1,1306600
10306,1774,1311,4,1.159013933,static_rust,1,2325714
10307,1569,2087,1,6.44579207,static_rust,1,3274503
10308,2039,396,4,0.416259074,static_rust,1,807444
10309,1228,206,1,0.499171224,static_rust,1,252968
10310,840,1334,2,1.102345407,static_rust,1,1120560
10311,42,178,2,0.013145221,static_rust,1,7476
10312,213,559,2,0.118889619,static_rust,1,119067
10313,743,2135,8,0.610611296,static_rust,1,1586305
10314,2116,2136,4,2.351945678,static_rust,1,4519776
10315,1774,1404,1,4.877771671,static_rust,1,2490696
10316,2362,204,2,0.486828306,static_rust,1,481848
10317,2204,2325,8,1.923375947,static_rust,1,5124300
10318,1137,2169,2,2.420657653,static_rust,1,2466153
10319,1213,1766,1,4.190071166,static_rust,1,2142158
10320,1698,1951,4,1.66029108,static_rust,1,3312798
10321,261,1551,1,0.800641256,static_rust,1,404811
10322,535,2344,1,2.548544507,static_rust,1,1254040
10323,316,834,4,0.142964322,static_rust,1,263544
10324,1610,553,4,0.44678201,static_rust,1,890330
10325,303,687,1,0.411973721,static_rust,1,208161
10326,654,2422,1,3.099395238,static_rust,1,1583988
10327,1623,742,8,0.46504907,static_rust,1,1204266
10328,1763,1910,2,3.309822346,static_rust,1,3367330
10329,2271,2335,2,5.163826342,static_rust,1,5302785
10330,2116,1879,8,1.499489653,static_rust,1,3975964
10331,2344,2010,4,2.334568925,static_rust,1,4711440
10332,2396,270,8,0.259789566,static_rust,1,646920
10333,2472,1766,8,1.645840125,static_rust,1,4365552
10334,430,1991,2,0.849171557,static_rust,1,856130
10335,1256,498,4,0.322952632,static_rust,1,625488
10336,1556,1113,1,3.375229834,static_rust,1,1731828
10337,1369,2046,1,5.481202624,static_rust,1,2800974
10338,581,1784,2,1.019986241,static_rust,1,1036504
10339,1338,2493,4,1.651763685,static_rust,1,3335634
10340,409,659,1,0.527798992,static_rust,1,269531
10341,73,1144,1,0.166706483,static_rust,1,83512
10342,94,1541,8,0.069997282,static_rust,1,144854
10343,1061,1775,4,0.941247284,static_rust,1,1883275
10344,535,2360,4,0.627484226,static_rust,1,1262600
10345,921,123,8,0.05700173,static_rust,1,113283
10346,406,1382,8,0.220116009,static_rust,1,561092
10347,2238,1902,1,8.237715807,static_rust,1,4256676
10348,1059,341,1,0.71165869,static_rust,1,361119
10349,1224,20,2,0.031105187,static_rust,1,24480
10350,822,122,8,0.051442342,static_rust,1,100284
10351,353,740,8,0.114746973,static_rust,1,261220
10352,882,1111,2,0.963341199,static_rust,1,979902
10353,1608,320,8,0.205547553,static_rust,1,514560
10354,876,621,1,1.067854171,static_rust,1,543996
10355,322,2448,1,1.539734861,static_rust,1,788256
10356,624,1202,4,0.386845955,static_rust,1,750048
10357,1511,1463,1,4.319980036,static_rust,1,2210593
10358,116,1713,4,0.107059561,static_rust,1,198708
10359,1168,1660,8,0.736398098,static_rust,1,1938880
10360,2222,915,1,3.980245293,static_rust,1,2033130
10361,604,1474,8,0.353870668,static_rust,1,890296
10362,1371,1901,2,2.554786263,static_rust,1,2606271
10363,1216,2084,8,0.962043729,static_rust,1,2534144
10364,2334,112,1,0.517378353,static_rust,1,261408
10365,2239,1640,8,1.381193725,static_rust,1,3671960
10366,346,1626,1,1.111589684,static_rust,1,562596
10367,817,384,2,0.3125843,static_rust,1,313728
10368,1274,218,1,0.546567792,static_rust,1,277732
10369,1240,844,8,0.408894816,static_rust,1,1046560
10370,708,1625,2,1.13454958,static_rust,1,1150500
10371,182,2210,1,0.783996603,static_rust,1,402220
10372,621,1299,8,0.313849098,static_rust,1,806679
10373,1434,234,8,0.139629058,static_rust,1,335556
10374,1705,1637,8,1.051868742,static_rust,1,2791085
10375,1016,926,2,0.927719055,static_rust,1,940816
10376,1466,1701,8,0.945913861,static_rust,1,2493666
10377,941,1886,2,1.730770425,static_rust,1,1774726
10378,324,798,4,0.132497256,static_rust,1,258552
10379,443,1579,8,0.273612787,static_rust,1,699497
10380,2092,83,4,0.09206627,static_rust,1,173636
10381,1910,1899,4,1.816680157,static_rust,1,3627090
10382,471,2431,1,2.244120485,static_rust,1,1145001
10383,2174,1253,8,1.037847131,static_rust,1,2724022
10384,335,2014,2,0.667619258,static_rust,1,674690
10385,273,33,1,0.022499925,static_rust,1,9009
10386,2057,780,8,0.623793176,static_rust,1,1604460
10387,1070,2035,4,1.119116686,static_rust,1,2177450
10388,1293,1846,8,0.909195685,static_rust,1,2386878
10389,1872,2066,1,7.57160891,static_rust,1,3867552
10390,2139,1633,4,1.758646174,static_rust,1,3492987
10391,226,2009,8,0.18264338,static_rust,1,454034
10392,1150,985,4,0.566828164,static_rust,1,1132750
10393,1695,316,8,0.217079774,static_rust,1,535620
10394,2168,2115,2,4.507340337,static_rust,1,4585320
10395,2234,1249,2,2.735989718,static_rust,1,2790266
10396,26,1085,4,0.018232195,static_rust,1,28210
10397,517,1265,4,0.327466032,static_rust,1,654005
10398,1193,1229,8,0.562550675,static_rust,1,1466197
10399,1182,616,2,0.721034755,static_rust,1,728112
10400,2012,206,8,0.175131657,static_rust,1,414472
10401,2450,302,2,0.725814203,static_rust,1,739900
10402,280,188,8,0.046258577,static_rust,1,52640
10403,1732,1073,1,3.699794444,static_rust,1,1858436
10404,1770,417,8,0.29281095,static_rust,1,738090
10405,354,2391,4,0.432164663,static_rust,1,846414
10406,1227,1448,8,0.674651083,static_rust,1,1776696
10407,30,1149,8,0.016727949,static_rust,1,34470
10408,1260,2174,8,1.03093003,static_rust,1,2739240
10409,540,2256,4,0.637141507,static_rust,1,1218240
10410,1384,214,4,0.163225716,static_rust,1,296176
10411,1279,1277,4,0.892951994,static_rust,1,1633283
10412,315,1012,1,0.631460711,static_rust,1,318780
10413,1063,1182,2,1.239557008,static_rust,1,1256466
10414,2011,901,4,0.92936656,static_rust,1,1811911
10415,525,2076,8,0.416859778,static_rust,1,1089900
10416,416,83,8,0.020170574,static_rust,1,34528
10417,1683,430,2,0.740844142,static_rust,1,723690
10418,426,2215,4,0.477787048,static_rust,1,943590
10419,2114,678,1,2.844028542,static_rust,1,1433292
10420,1768,1798,8,1.19989923,static_rust,1,3178864
10421,10,2314,1,0.047586964,static_rust,1,23140
10422,2302,2308,4,2.687179955,static_rust,1,5313016
10423,1729,1704,4,1.473721249,static_rust,1,2946216
10424,1802,1124,4,1.009906009,static_rust,1,2025448
10425,2465,2411,8,2.245844803,static_rust,1,5943115
10426,41,922,1,0.079145529,static_rust,1,37802
10427,1125,716,2,0.788944177,static_rust,1,805500
10428,1990,1123,8,0.852405461,static_rust,1,2234770
10429,474,1701,2,0.799312218,static_rust,1,806274
10430,1350,97,8,0.067872142,static_rust,1,130950
10431,1802,1008,4,0.920942738,static_rust,1,1816416
10432,482,1252,8,0.246994171,static_rust,1,603464
10433,938,820,2,0.758425078,static_rust,1,769160
10434,1193,2004,8,0.920011565,static_rust,1,2390772
10435,1195,2386,4,1.444060516,static_rust,1,2851270
10436,1559,1229,8,0.734157293,static_rust,1,1916011
10437,1858,487,2,0.891120134,static_rust,1,904846
10438,2403,329,2,0.78069363,static_rust,1,790587
10439,620,1447,4,0.452798263,static_rust,1,897140
10440,348,650,2,0.228830043,static_rust,1,226200
10441,442,558,4,0.129602726,static_rust,1,246636
10442,493,1840,8,0.350567835,static_rust,1,907120
10443,812,2119,4,0.864948464,static_rust,1,1720628
10444,1085,1030,1,2.193897695,static_rust,1,1117550
10445,784,287,4,0.117180649,static_rust,1,225008
10446,1012,1428,1,2.83008144,static_rust,1,1445136
10447,2126,1555,1,6.468746455,static_rust,1,3305930
10448,96,1949,1,0.368644578,static_rust,1,187104
10449,1214,2464,1,5.814363288,static_rust,1,2991296
10450,693,736,8,0.222003432,static_rust,1,510048
10451,1024,2240,2,2.258089718,static_rust,1,2293760
10452,1712,1639,4,1.402031488,static_rust,1,2805968
10453,233,855,4,0.105876245,static_rust,1,199215
10454,416,379,1,0.309993299,static_rust,1,157664
10455,636,1051,1,1.312564957,static_rust,1,668436
10456,1412,1277,2,1.772047544,static_rust,1,1803124
10457,681,426,4,0.149834605,static_rust,1,290106
10458,1609,1146,1,3.589743493,static_rust,1,1843914
10459,470,1959,4,0.468250984,static_rust,1,920730
10460,2188,1807,4,1.965195302,static_rust,1,3953716
10461,12,283,8,0.006074653,static_rust,1,3396
10462,2433,1813,1,8.584906187,static_rust,1,4411029
10463,1473,1634,4,1.222510143,static_rust,1,2406882
10464,329,2053,1,1.308629238,static_rust,1,675437
10465,13,2043,1,0.054400932,static_rust,1,26559
10466,1795,1428,1,4.965371979,static_rust,1,2563260
10467,2466,757,2,1.834689865,static_rust,1,1866762
10468,1962,1226,1,4.65679932,static_rust,1,2405412
10469,842,198,8,0.0784575,static_rust,1,166716
10470,2170,967,4,1.157662062,static_rust,1,2098390
10471,1911,2207,4,2.093262634,static_rust,1,4217577
10472,484,2153,1,2.022903465,static_rust,1,1042052
10473,2453,1152,2,2.769686807,static_rust,1,2825856
10474,1939,1388,8,1.022514906,static_rust,1,2691332
10475,59,2202,2,0.129692514,static_rust,1,129918
10476,803,247,8,0.091186212,static_rust,1,198341
10477,23,626,8,0.008507839,static_rust,1,14398
10478,1594,719,8,0.450353096,static_rust,1,1146086
10479,1804,1435,4,1.294373147,static_rust,1,2588740
10480,657,1892,8,0.480221075,static_rust,1,1243044
10481,1990,1774,8,1.327284154,static_rust,1,3530260
10482,1032,1793,1,3.614475367,static_rust,1,1850376
10483,425,2343,2,0.979144877,static_rust,1,995775
10484,2183,2311,4,2.505108265,static_rust,1,5044913
10485,2314,931,1,4.20396581,static_rust,1,2154334
10486,2071,1990,8,1.549582749,static_rust,1,4121290
10487,440,606,1,0.524252803,static_rust,1,266640
10488,1739,99,8,0.079259032,static_rust,1,172161
10489,1255,1306,8,0.62523801,static_rust,1,1639030
10490,2072,381,4,0.421394168,static_rust,1,789432
10491,917,1830,1,3.286059666,static_rust,1,1678110
10492,6,326,4,0.004607807,static_rust,1,1956
10493,1573,1675,1,5.102055201,static_rust,1,2634775
10494,1327,1321,1,3.409266368,static_rust,1,1752967
10495,1846,1904,8,1.330847475,static_rust,1,3514784
10496,100,1737,2,0.174984111,static_rust,1,173700
10497,1637,1209,4,0.986708197,static_rust,1,1979133
10498,1629,1449,2,2.317866344,static_rust,1,2360421
10499,983,1012,1,2.011284041,static_rust,1,994796
10500,1874,818,4,0.772571093,static_rust,1,1532932
10501,2057,509,1,2.044488898,static_rust,1,1047013
10502,430,2398,4,0.526036823,static_rust,1,1031140
10503,583,93,1,0.111088884,static_rust,1,54219
10504,2257,2364,1,10.279374405,static_rust,1,5335548
10505,1067,1801,1,3.700825073,static_rust,1,1921667
10506,1312,572,2,0.740991559,static_rust,1,750464
10507,149,1908,1,0.552787406,static_rust,1,284292
10508,1755,2241,2,3.842430883,static_rust,1,3932955
10509,1238,1211,1,2.918382129,static_rust,1,1499218
10510,1476,1166,1,3.343292931,static_rust,1,1721016
10511,76,1686,1,0.252251644,static_rust,1,128136
10512,946,1126,2,1.040727473,static_rust,1,1065196
10513,1855,746,4,0.696123605,static_rust,1,1383830
10514,1310,1292,2,1.659937068,static_rust,1,1692520
10515,2130,2078,1,8.639838203,static_rust,1,4426140
10516,252,62,4,0.014008778,static_rust,1,15624
10517,592,531,2,0.308574263,static_rust,1,314352
10518,2124,1552,4,1.637823696,static_rust,1,3296448
10519,728,947,2,0.676087092,static_rust,1,689416
10520,1915,2069,2,3.898828583,static_rust,1,3962135
10521,2168,2496,4,2.684361017,static_rust,1,5411328
10522,1729,1340,1,4.486691318,static_rust,1,2316860
10523,1073,439,1,0.916790905,static_rust,1,471047
10524,1451,1276,2,1.814141794,static_rust,1,1851476
10525,103,1858,4,0.1028665,static_rust,1,191374
10526,241,2314,1,1.084029385,static_rust,1,557674
10527,1329,857,2,1.126017797,static_rust,1,1138953
10528,706,1816,1,2.48667852,static_rust,1,1282096
10529,1019,1891,1,3.728539381,static_rust,1,1926929
10530,547,26,2,0.020482147,static_rust,1,14222
10531,100,1726,4,0.099857446,static_rust,1,172600
10532,2274,1836,8,1.576949316,static_rust,1,4175064
10533,354,1980,4,0.352336796,static_rust,1,700920
10534,1784,1408,8,0.956228562,static_rust,1,2511872
10535,1724,90,2,0.160461111,static_rust,1,155160
10536,589,2494,2,1.445118017,static_rust,1,1468966
10537,2024,2432,8,1.851869701,static_rust,1,4922368
10538,1703,449,4,0.384610771,static_rust,1,764647
10539,334,2345,4,0.389785059,static_rust,1,783230
10540,1691,494,4,0.417349886,static_rust,1,835354
10541,1192,1647,4,0.982377429,static_rust,1,1963224
10542,186,1059,1,0.389117859,static_rust,1,196974
10543,2102,303,4,0.323195216,static_rust,1,636906
10544,201,275,2,0.057724734,static_rust,1,55275
10545,540,1385,4,0.377899515,static_rust,1,747900
10546,1363,1171,2,1.563461763,static_rust,1,1596073
10547,713,1337,4,0.480188664,static_rust,1,953281
10548,2484,407,8,0.392250574,static_rust,1,1010988
10549,1600,325,8,0.21175278,static_rust,1,520000
10550,2272,386,2,0.910174198,static_rust,1,876992
10551,1507,226,1,0.668243908,static_rust,1,340582
10552,2382,709,4,0.835786667,static_rust,1,1688838
10553,1075,1193,4,0.632659596,static_rust,1,1282475
10554,1582,2296,4,1.816931097,static_rust,1,3632272
10555,1510,943,4,0.712120105,static_rust,1,1423930
10556,2338,180,4,0.21697106,static_rust,1,420840
10557,1962,1537,2,2.960443368,static_rust,1,3015594
10558,1726,1245,2,2.103496674,static_rust,1,2148870
10559,2330,2188,1,9.972772926,static_rust,1,5098040
10560,1849,200,8,0.152905845,static_rust,1,369800
10561,2022,2233,2,4.435869568,static_rust,1,4515126
10562,1574,72,4,0.071322513,static_rust,1,113328
10563,2313,573,4,0.663085941,static_rust,1,1325349
10564,282,1388,1,0.768471347,static_rust,1,391416
10565,623,1968,4,0.612845268,static_rust,1,1226064
10566,2195,469,1,2.018780546,static_rust,1,1029455
10567,2318,459,8,0.415190603,static_rust,1,1063962
10568,347,70,8,0.017214099,static_rust,1,24290
10569,1734,1112,2,1.893991191,static_rust,1,1928208
10570,469,699,1,0.6437772,static_rust,1,327831
10571,1933,2037,4,1.952554355,static_rust,1,3937521
10572,640,2080,4,0.666892097,static_rust,1,1331200
10573,1011,1733,2,1.732517265,static_rust,1,1752063
10574,1616,269,1,0.855157403,static_rust,1,434704
10575,1294,1669,4,1.118836602,static_rust,1,2159686
10576,2443,1807,1,8.577450429,static_rust,1,4414501
10577,1089,332,2,0.357671684,static_rust,1,361548
10578,1615,377,2,0.595601444,static_rust,1,608855
10579,1634,2193,4,1.786059488,static_rust,1,3583362
10580,1503,855,1,2.517830013,static_rust,1,1285065
10581,2052,2279,1,9.069625595,static_rust,1,4676508
10582,1798,94,4,0.092099372,static_rust,1,169012
10583,466,2216,2,1.010761159,static_rust,1,1032656
10584,2165,805,8,0.662432787,static_rust,1,1742825
10585,2156,1562,2,3.311075883,static_rust,1,3367672
10586,2096,888,4,0.928912379,static_rust,1,1861248
10587,2150,329,2,0.702111495,static_rust,1,707350
10588,2396,2265,1,10.589613325,static_rust,1,5426940
10589,1798,760,4,0.690724637,static_rust,1,1366480
10590,86,1140,2,0.102001521,static_rust,1,98040
10591,230,1477,2,0.336992538,static_rust,1,339710
10592,1543,2297,2,3.442724399,static_rust,1,3544271
10593,387,1709,1,1.28631486,static_rust,1,661383
10594,497,2340,8,0.449428975,static_rust,1,1162980
10595,1901,496,2,0.921044008,static_rust,1,942896
10596,1502,2381,4,1.84955178,static_rust,1,3576262
10597,990,102,4,0.066915331,static_rust,1,100980
10598,2388,2158,8,1.930790568,static_rust,1,5153304
10599,2436,1364,1,6.499153775,static_rust,1,3322704
10600,1437,2321,8,1.257462803,static_rust,1,3335277
10601,677,1343,2,0.888459723,static_rust,1,909211
10602,188,1353,2,0.254016818,static_rust,1,254364
10603,1233,1385,8,0.655137109,static_rust,1,1707705
10604,30,270,1,0.020098419,static_rust,1,8100
10605,580,2039,8,0.456009976,static_rust,1,1182620
10606,1729,578,2,0.979702571,static_rust,1,999362
10607,1387,535,4,0.374534165,static_rust,1,742045
10608,2306,156,8,0.149532901,static_rust,1,359736
10609,1201,1271,4,0.770982488,static_rust,1,1526471
10610,995,1712,1,3.396050034,static_rust,1,1703440
10611,2397,1375,1,6.396029743,static_rust,1,3295875
10612,157,1328,2,0.20916756,static_rust,1,208496
10613,560,507,2,0.285549775,static_rust,1,283920
10614,847,52,2,0.049782184,static_rust,1,44044
10615,1058,1187,2,1.227155921,static_rust,1,1255846
10616,622,2301,1,2.794003113,static_rust,1,1431222
10617,1677,209,1,0.694404777,static_rust,1,350493
10618,958,211,2,0.203417204,static_rust,1,202138
10619,1571,1542,8,0.924296507,static_rust,1,2422482
10620,1692,1863,2,3.07532908,static_rust,1,3152196
10621,2387,891,1,4.136761518,static_rust,1,2126817
10622,613,262,2,0.163255833,static_rust,1,160606
10623,349,2160,2,0.745352733,static_rust,1,753840
10624,2361,861,1,3.991669131,static_rust,1,2032821
10625,138,2152,8,0.127456699,static_rust,1,296976
10626,981,553,1,1.061892419,static_rust,1,542493
10627,2238,2429,1,10.646284126,static_rust,1,5436102
10628,1491,882,8,0.504829488,static_rust,1,1315062
10629,1848,684,2,1.243149645,static_rust,1,1264032
10630,1930,665,1,2.507902045,static_rust,1,1283450
10631,1518,2155,1,6.32570062,static_rust,1,3271290
10632,1225,814,4,0.498194707,static_rust,1,997150
10633,339,1023,1,0.723606239,static_rust,1,346797
10634,2091,1281,1,5.18149908,static_rust,1,2678571
10635,1110,1181,2,1.281442688,static_rust,1,1310910
10636,2205,858,8,0.715254723,static_rust,1,1891890
10637,36,682,1,0.050073559,static_rust,1,24552
10638,1831,1896,8,1.310431171,static_rust,1,3471576
10639,197,946,2,0.187522425,static_rust,1,186362
10640,632,1543,4,0.487442445,static_rust,1,975176
10641,1434,430,4,0.31004171,static_rust,1,616620
10642,1102,218,8,0.103480659,static_rust,1,240236
10643,67,1708,1,0.227399074,static_rust,1,114436
10644,1324,2413,1,6.18515661,static_rust,1,3194812
10645,1730,967,4,0.875288884,static_rust,1,1672910
10646,2437,2470,4,3.068804876,static_rust,1,6019390
10647,797,837,1,1.310609956,static_rust,1,667089
10648,606,1951,1,2.308855213,static_rust,1,1182306
10649,791,509,4,0.215643645,static_rust,1,402619
10650,429,1848,8,0.307611661,static_rust,1,792792
10651,1311,1214,8,0.607404031,static_rust,1,1591554
10652,2268,1125,4,1.262796148,static_rust,1,2551500
10653,2015,220,4,0.225154842,static_rust,1,443300
10654,945,611,1,1.131391107,static_rust,1,577395
10655,1936,1287,4,1.24253287,static_rust,1,2491632
10656,1937,669,1,2.536073589,static_rust,1,1295853
10657,140,2433,2,0.343150558,static_rust,1,340620
10658,911,2177,4,0.988467741,static_rust,1,1983247
10659,2044,1193,4,1.230709625,static_rust,1,2438492
10660,1697,2316,8,1.489640649,static_rust,1,3930252
10661,236,957,8,0.097883123,static_rust,1,225852
10662,1477,547,4,0.439263072,static_rust,1,807919
10663,1818,2357,8,1.609125634,static_rust,1,4285026
10664,1496,456,4,0.34483618,static_rust,1,682176
10665,527,2400,8,0.480123439,static_rust,1,1264800
10666,1642,1122,1,3.621574536,static_rust,1,1842324
10667,926,1169,4,0.541387525,static_rust,1,1082494
10668,1987,2496,8,1.859357439,static_rust,1,4959552
10669,1627,578,8,0.364937282,static_rust,1,940406
10670,131,2468,1,0.637603487,static_rust,1,323308
10671,1207,1532,4,0.931717787,static_rust,1,1849124
10672,404,1128,2,0.451110612,static_rust,1,455712
10673,1229,146,4,0.092998298,static_rust,1,179434
10674,1861,1733,2,3.209570146,static_rust,1,3225113
10675,82,2086,2,0.175473415,static_rust,1,171052
10676,2198,1701,8,1.409152923,static_rust,1,3738798
10677,456,1891,8,0.337440623,static_rust,1,862296
10678,797,195,2,0.155689706,static_rust,1,155415
10679,2039,1311,1,5.208979525,static_rust,1,2673129
10680,216,872,1,0.371609193,static_rust,1,188352
10681,2134,1698,1,7.068884158,static_rust,1,3623532
10682,423,1829,2,0.760988434,static_rust,1,773667
10683,2160,43,2,0.094416803,static_rust,1,92880
